source,name,label,state
crema_d,1059_MTI_SAD_XX,sad,train
crema_d,1051_TIE_DIS_XX,disgust,train
meld_part1,dia46_utt5,neutral,train
tess,OAF_fit_disgust,disgust,train
ravdess,03-01-08-01-01-01-20,surprise,train
crema_d,1001_IEO_FEA_LO,fear,train
tess,OAF_should_fear,fear,train
crema_d,1016_TSI_FEA_XX,fear,train
ravdess,03-01-06-01-02-02-07,fear,train
meld_part1,dia182_utt5,angry,train
meld_part3,dia1_utt7,happy,train
ravdess,03-01-04-01-01-02-10,sad,train
meld_part1,dia861_utt14,disgust,train
ravdess,03-01-02-01-02-01-07,calm,train
meld_part1,dia320_utt8,sad,train
tess,YAF_king_sad,sad,train
ravdess,03-01-07-02-01-01-15,disgust,train
crema_d,1011_TIE_FEA_XX,fear,train
ravdess,03-01-03-02-01-01-17,happy,train
ravdess,03-01-02-01-01-01-14,calm,train
meld_part1,dia719_utt0,happy,train
meld_part3,dia123_utt14,neutral,train
crema_d,1081_MTI_FEA_XX,fear,train
meld_part1,dia690_utt8,surprise,train
meld_part1,dia483_utt3,surprise,train
crema_d,1019_IEO_HAP_MD,happy,train
meld_part1,dia542_utt4,happy,train
tess,YAF_sure_angry,angry,train
meld_part1,dia827_utt12,happy,train
meld_part1,dia351_utt13,angry,train
meld_part1,dia508_utt12,surprise,train
ravdess,03-01-02-02-02-02-06,calm,train
tess,OAF_young_sad,sad,train
crema_d,1014_IWL_SAD_XX,sad,train
crema_d,1090_IWW_SAD_XX,sad,train
meld_part1,dia922_utt4,neutral,train
meld_part1,dia933_utt15,sad,train
meld_part1,dia875_utt8,angry,train
ravdess,03-01-08-01-02-02-03,surprise,train
ravdess,03-01-02-01-02-02-14,calm,train
crema_d,1023_IWL_NEU_XX,neutral,train
meld_part1,dia261_utt0,surprise,train
crema_d,1032_TIE_FEA_XX,fear,train
meld_part1,dia994_utt4,neutral,train
meld_part1,dia842_utt0,neutral,train
tess,YAF_sour_disgust,disgust,train
meld_part3,dia100_utt11,neutral,train
crema_d,1090_ITH_DIS_XX,disgust,train
crema_d,1062_ITS_SAD_XX,sad,train
crema_d,1049_MTI_NEU_XX,neutral,train
meld_part1,dia278_utt8,happy,train
crema_d,1023_TIE_HAP_XX,happy,train
tess,YAF_rag_happy,happy,train
meld_part3,dia253_utt1,neutral,train
meld_part1,dia649_utt1,neutral,train
meld_part1,dia116_utt4,neutral,train
meld_part3,dia111_utt5,angry,train
meld_part1,dia948_utt5,happy,train
meld_part3,dia234_utt9,neutral,train
tess,YAF_phone_neutral,neutral,train
meld_part1,dia851_utt1,surprise,train
meld_part1,dia512_utt13,fear,train
crema_d,1043_TSI_SAD_XX,sad,train
tess,YAF_shout_sad,sad,train
meld_part1,dia10_utt3,angry,train
crema_d,1038_IEO_ANG_MD,angry,train
meld_part3,dia103_utt1,neutral,train
meld_part2,dia33_utt0,sad,train
meld_part1,dia258_utt3,neutral,train
tess,OAF_food_neutral,neutral,train
crema_d,1025_DFA_HAP_XX,happy,train
crema_d,1049_IEO_HAP_HI,happy,train
meld_part1,dia763_utt5,sad,train
tess,OAF_kite_ps,surprise,train
crema_d,1030_TSI_HAP_XX,happy,train
crema_d,1011_TIE_ANG_XX,angry,train
meld_part1,dia917_utt2,happy,train
meld_part2,dia19_utt20,sad,train
meld_part1,dia249_utt6,sad,train
meld_part1,dia960_utt0,angry,train
meld_part1,dia410_utt7,neutral,train
meld_part1,dia903_utt0,neutral,train
meld_part3,dia167_utt9,angry,train
meld_part1,dia755_utt7,happy,train
tess,YAF_white_neutral,neutral,train
meld_part3,dia41_utt9,surprise,train
ravdess,03-01-04-01-02-02-08,sad,train
meld_part1,dia177_utt2,neutral,train
crema_d,1035_TSI_DIS_XX,disgust,train
meld_part2,dia103_utt3,neutral,train
crema_d,1010_TIE_DIS_XX,disgust,train
meld_part1,dia81_utt12,neutral,train
crema_d,1018_TSI_SAD_XX,sad,train
crema_d,1028_IEO_DIS_LO,disgust,train
tess,YAF_when_fear,fear,train
meld_part1,dia723_utt7,fear,train
meld_part1,dia280_utt1,angry,train
meld_part1,dia166_utt2,neutral,train
crema_d,1010_ITS_SAD_XX,sad,train
crema_d,1067_IOM_ANG_XX,angry,train
meld_part1,dia783_utt3,happy,train
crema_d,1014_MTI_HAP_XX,happy,train
crema_d,1072_IEO_ANG_MD,angry,train
meld_part1,dia120_utt7,neutral,train
meld_part1,dia526_utt20,neutral,train
meld_part1,dia342_utt7,happy,train
meld_part1,dia388_utt5,angry,train
meld_part1,dia649_utt0,surprise,train
meld_part1,dia103_utt2,surprise,train
crema_d,1056_DFA_HAP_XX,happy,train
ravdess,03-01-07-02-02-01-03,disgust,train
meld_part1,dia773_utt0,neutral,train
meld_part2,dia26_utt14,angry,train
meld_part1,dia722_utt11,neutral,train
meld_part1,dia524_utt3,neutral,train
meld_part2,dia13_utt1,angry,train
crema_d,1012_MTI_NEU_XX,neutral,train
crema_d,1006_DFA_DIS_XX,disgust,train
meld_part1,dia44_utt1,surprise,train
crema_d,1037_TIE_ANG_XX,angry,train
meld_part3,dia227_utt3,neutral,train
crema_d,1077_WSI_ANG_XX,angry,train
crema_d,1006_ITH_NEU_XX,neutral,train
ravdess,03-01-01-01-02-02-18,neutral,train
crema_d,1014_TAI_FEA_XX,fear,train
meld_part3,dia112_utt20,happy,train
meld_part1,dia0_utt11,neutral,train
ravdess,03-01-05-01-02-02-06,angry,train
meld_part1,dia405_utt4,angry,train
meld_part1,dia458_utt0,surprise,train
crema_d,1055_IOM_HAP_XX,happy,train
meld_part2,dia8_utt13,neutral,train
meld_part1,dia320_utt0,neutral,train
meld_part1,dia199_utt2,happy,train
ravdess,03-01-04-02-01-01-13,sad,train
tess,YAF_shall_angry,angry,train
crema_d,1049_IEO_ANG_HI,angry,train
meld_part2,dia20_utt5,disgust,train
crema_d,1014_ITH_DIS_XX,disgust,train
crema_d,1075_IOM_FEA_XX,fear,train
crema_d,1055_IWL_FEA_XX,fear,train
meld_part1,dia2_utt10,happy,train
meld_part3,dia266_utt11,surprise,train
meld_part1,dia640_utt5,happy,train
meld_part2,dia113_utt11,sad,train
tess,OAF_love_disgust,disgust,train
crema_d,1012_IWW_NEU_XX,neutral,train
crema_d,1047_MTI_HAP_XX,happy,train
meld_part1,dia496_utt4,neutral,train
meld_part1,dia342_utt8,neutral,train
meld_part1,dia2_utt6,disgust,train
meld_part1,dia595_utt1,neutral,train
crema_d,1036_DFA_FEA_XX,fear,train
crema_d,1017_MTI_FEA_XX,fear,train
tess,YAF_base_neutral,neutral,train
ravdess,03-01-03-02-01-02-14,happy,train
tess,OAF_voice_angry,angry,train
meld_part1,dia518_utt6,neutral,train
meld_part1,dia245_utt3,happy,train
meld_part3,dia173_utt4,angry,train
crema_d,1015_IEO_ANG_MD,angry,train
meld_part1,dia164_utt2,surprise,train
meld_part1,dia645_utt9,neutral,train
tess,YAF_hurl_ps,surprise,train
crema_d,1033_IEO_ANG_HI,angry,train
meld_part2,dia78_utt5,fear,train
crema_d,1051_IEO_ANG_HI,angry,train
meld_part3,dia252_utt9,neutral,train
crema_d,1032_IEO_DIS_HI,disgust,train
ravdess,03-01-08-01-02-01-04,surprise,train
meld_part1,dia74_utt6,angry,train
crema_d,1040_MTI_FEA_XX,fear,train
tess,OAF_sour_angry,angry,train
crema_d,1087_DFA_FEA_XX,fear,train
meld_part3,dia144_utt0,angry,train
tess,OAF_raid_neutral,neutral,train
meld_part1,dia335_utt3,neutral,train
crema_d,1018_ITH_HAP_XX,happy,train
meld_part1,dia414_utt3,surprise,train
meld_part1,dia592_utt13,angry,train
crema_d,1040_IEO_FEA_HI,fear,train
crema_d,1028_TAI_FEA_XX,fear,train
meld_part1,dia349_utt6,neutral,train
meld_part1,dia1009_utt11,happy,train
crema_d,1091_ITS_SAD_XX,sad,train
tess,OAF_live_angry,angry,train
crema_d,1045_TAI_HAP_XX,happy,train
crema_d,1062_IOM_HAP_XX,happy,train
tess,OAF_dog_sad,sad,train
ravdess,03-01-05-02-01-01-24,angry,train
meld_part1,dia901_utt14,sad,train
meld_part1,dia0_utt13,neutral,train
meld_part1,dia20_utt4,happy,train
meld_part1,dia475_utt5,neutral,train
meld_part1,dia673_utt7,surprise,train
crema_d,1052_IEO_SAD_HI,sad,train
meld_part3,dia22_utt14,neutral,train
tess,YAF_page_happy,happy,train
meld_part1,dia218_utt9,neutral,train
meld_part1,dia810_utt2,fear,train
tess,OAF_shall_disgust,disgust,train
meld_part1,dia689_utt1,happy,train
meld_part1,dia741_utt3,surprise,train
crema_d,1089_IEO_FEA_LO,fear,train
meld_part1,dia793_utt6,happy,train
crema_d,1072_WSI_ANG_XX,angry,train
crema_d,1013_TSI_NEU_XX,neutral,train
crema_d,1050_IOM_DIS_XX,disgust,train
meld_part3,dia237_utt5,disgust,train
crema_d,1076_ITS_ANG_XX,angry,train
crema_d,1069_ITH_FEA_XX,fear,train
crema_d,1073_IOM_NEU_XX,neutral,train
crema_d,1060_TIE_ANG_XX,angry,train
tess,OAF_hate_ps,surprise,train
meld_part3,dia67_utt2,neutral,train
crema_d,1047_IWL_FEA_XX,fear,train
crema_d,1050_IEO_ANG_MD,angry,train
crema_d,1045_IWW_SAD_XX,sad,train
meld_part1,dia35_utt3,happy,train
meld_part3,dia118_utt9,fear,train
crema_d,1007_IWW_NEU_XX,neutral,train
meld_part1,dia240_utt4,neutral,train
crema_d,1013_DFA_NEU_XX,neutral,train
crema_d,1075_DFA_NEU_XX,neutral,train
meld_part1,dia119_utt0,neutral,train
crema_d,1090_DFA_ANG_XX,angry,train
crema_d,1063_IEO_DIS_HI,disgust,train
crema_d,1016_ITH_HAP_XX,happy,train
crema_d,1046_IEO_SAD_HI,sad,train
meld_part3,dia171_utt0,angry,train
meld_part3,dia152_utt3,neutral,train
crema_d,1088_MTI_FEA_XX,fear,train
ravdess,03-01-07-02-01-02-13,disgust,train
meld_part1,dia578_utt3,surprise,train
ravdess,03-01-04-02-01-01-10,sad,train
tess,OAF_youth_ps,surprise,train
meld_part1,dia332_utt15,neutral,train
tess,YAF_boat_fear,fear,train
meld_part3,dia145_utt3,surprise,train
crema_d,1091_ITS_ANG_XX,angry,train
meld_part1,dia846_utt0,neutral,train
meld_part1,dia972_utt8,happy,train
meld_part3,dia119_utt1,sad,train
meld_part3,dia266_utt9,neutral,train
crema_d,1028_TAI_HAP_XX,happy,train
meld_part1,dia387_utt0,sad,train
crema_d,1046_TAI_SAD_XX,sad,train
crema_d,1089_TAI_ANG_XX,angry,train
meld_part3,dia155_utt8,sad,train
meld_part3,dia88_utt7,neutral,train
meld_part1,dia595_utt6,fear,train
crema_d,1049_IEO_DIS_HI,disgust,train
meld_part1,dia1029_utt9,neutral,train
meld_part1,dia152_utt4,neutral,train
meld_part1,dia57_utt2,fear,train
meld_part3,dia188_utt6,neutral,train
crema_d,1075_TIE_HAP_XX,happy,train
meld_part3,dia154_utt5,neutral,train
meld_part1,dia474_utt8,sad,train
meld_part1,dia625_utt4,happy,train
meld_part1,dia287_utt4,angry,train
meld_part1,dia418_utt16,surprise,train
crema_d,1022_DFA_ANG_XX,angry,train
meld_part2,dia29_utt4,neutral,train
crema_d,1071_TIE_DIS_XX,disgust,train
tess,OAF_when_ps,surprise,train
meld_part1,dia865_utt0,neutral,train
meld_part1,dia832_utt9,happy,train
meld_part1,dia507_utt16,neutral,train
meld_part1,dia159_utt2,happy,train
crema_d,1091_TAI_ANG_XX,angry,train
tess,OAF_seize_happy,happy,train
crema_d,1069_IOM_ANG_XX,angry,train
crema_d,1064_IOM_HAP_XX,happy,train
meld_part3,dia164_utt7,angry,train
ravdess,03-01-05-02-01-02-08,angry,train
crema_d,1040_IWL_FEA_XX,fear,train
crema_d,1008_IEO_FEA_HI,fear,train
meld_part1,dia245_utt9,sad,train
meld_part1,dia956_utt4,angry,train
meld_part1,dia554_utt12,disgust,train
tess,YAF_kick_angry,angry,train
ravdess,03-01-08-02-02-02-19,surprise,train
meld_part1,dia612_utt9,neutral,train
meld_part1,dia374_utt9,angry,train
crema_d,1029_TAI_HAP_XX,happy,train
meld_part1,dia407_utt5,neutral,train
meld_part1,dia782_utt0,neutral,train
meld_part2,dia37_utt10,neutral,train
meld_part1,dia67_utt13,neutral,train
crema_d,1040_DFA_DIS_XX,disgust,train
crema_d,1023_MTI_ANG_XX,angry,train
meld_part3,dia175_utt1,neutral,train
meld_part1,dia445_utt0,neutral,train
tess,OAF_back_ps,surprise,train
crema_d,1010_IEO_DIS_MD,disgust,train
meld_part1,dia361_utt3,surprise,train
meld_part1,dia861_utt9,neutral,train
crema_d,1009_TSI_ANG_XX,angry,train
meld_part1,dia1009_utt2,happy,train
meld_part2,dia25_utt2,angry,train
meld_part1,dia508_utt9,neutral,train
crema_d,1007_IWL_ANG_XX,angry,train
meld_part1,dia150_utt1,neutral,train
tess,YAF_kite_sad,sad,train
crema_d,1038_WSI_HAP_XX,happy,train
meld_part3,dia88_utt2,disgust,train
meld_part1,dia456_utt0,happy,train
tess,YAF_perch_disgust,disgust,train
meld_part1,dia1024_utt4,happy,train
meld_part1,dia716_utt2,angry,train
meld_part1,dia366_utt12,neutral,train
meld_part1,dia890_utt3,neutral,train
meld_part1,dia24_utt2,neutral,train
crema_d,1041_IEO_HAP_HI,happy,train
crema_d,1040_ITH_HAP_XX,happy,train
meld_part1,dia161_utt0,neutral,train
meld_part1,dia315_utt6,happy,train
meld_part1,dia767_utt9,neutral,train
crema_d,1022_ITS_FEA_XX,fear,train
tess,YAF_juice_angry,angry,train
crema_d,1048_IEO_DIS_LO,disgust,train
meld_part1,dia671_utt2,neutral,train
meld_part1,dia183_utt3,neutral,train
meld_part3,dia239_utt9,neutral,train
meld_part1,dia727_utt0,happy,train
crema_d,1022_ITH_NEU_XX,neutral,train
meld_part2,dia77_utt2,neutral,train
tess,OAF_lose_angry,angry,train
meld_part1,dia297_utt1,happy,train
meld_part1,dia667_utt2,sad,train
meld_part1,dia356_utt11,surprise,train
meld_part1,dia160_utt11,neutral,train
meld_part1,dia387_utt1,happy,train
meld_part1,dia464_utt4,neutral,train
crema_d,1018_IEO_ANG_LO,angry,train
meld_part1,dia705_utt4,neutral,train
meld_part3,dia222_utt0,neutral,train
crema_d,1012_IWL_FEA_XX,fear,train
crema_d,1061_WSI_SAD_XX,sad,train
crema_d,1091_IEO_FEA_LO,fear,train
meld_part1,dia153_utt12,angry,train
tess,YAF_soap_sad,sad,train
meld_part1,dia242_utt0,happy,train
tess,YAF_bone_angry,angry,train
meld_part1,dia296_utt15,surprise,train
crema_d,1052_WSI_FEA_XX,fear,train
meld_part1,dia252_utt6,neutral,train
tess,OAF_take_disgust,disgust,train
meld_part2,dia22_utt0,neutral,train
tess,OAF_name_sad,sad,train
ravdess,03-01-08-02-02-01-24,surprise,train
meld_part2,dia89_utt8,happy,train
crema_d,1024_ITH_SAD_XX,sad,train
tess,OAF_ton_fear,fear,train
crema_d,1036_TIE_SAD_XX,sad,train
crema_d,1022_IOM_ANG_XX,angry,train
meld_part1,dia887_utt4,neutral,train
meld_part1,dia23_utt0,surprise,train
meld_part2,dia85_utt8,surprise,train
ravdess,03-01-07-02-02-01-22,disgust,train
crema_d,1059_IOM_HAP_XX,happy,train
ravdess,03-01-02-01-01-01-16,calm,train
crema_d,1002_MTI_HAP_XX,happy,train
crema_d,1052_IWW_HAP_XX,happy,train
meld_part1,dia667_utt3,neutral,train
meld_part1,dia405_utt2,angry,train
crema_d,1061_IEO_DIS_MD,disgust,train
crema_d,1042_DFA_NEU_XX,neutral,train
ravdess,03-01-04-02-01-02-23,sad,train
crema_d,1030_TIE_NEU_XX,neutral,train
meld_part1,dia770_utt1,angry,train
meld_part2,dia11_utt11,neutral,train
crema_d,1057_IWL_NEU_XX,neutral,train
meld_part1,dia893_utt16,happy,train
crema_d,1063_IEO_ANG_HI,angry,train
meld_part1,dia184_utt4,happy,train
meld_part3,dia210_utt3,neutral,train
meld_part1,dia793_utt3,happy,train
meld_part1,dia415_utt6,neutral,train
meld_part3,dia46_utt4,happy,train
meld_part1,dia207_utt17,angry,train
tess,OAF_reach_neutral,neutral,train
meld_part1,dia85_utt1,neutral,train
meld_part3,dia42_utt8,neutral,train
meld_part1,dia509_utt5,neutral,train
meld_part1,dia632_utt11,sad,train
crema_d,1062_IEO_ANG_MD,angry,train
meld_part1,dia792_utt4,happy,train
tess,YAF_half_sad,sad,train
crema_d,1006_MTI_DIS_XX,disgust,train
meld_part3,dia184_utt7,sad,train
meld_part1,dia445_utt15,angry,train
meld_part1,dia59_utt1,happy,train
crema_d,1079_IWL_FEA_XX,fear,train
meld_part1,dia122_utt1,fear,train
meld_part2,dia76_utt1,surprise,train
tess,YAF_pole_fear,fear,train
crema_d,1046_IEO_ANG_HI,angry,train
meld_part1,dia768_utt1,sad,train
ravdess,03-01-02-02-02-01-02,calm,train
meld_part1,dia793_utt8,happy,train
meld_part1,dia426_utt6,neutral,train
meld_part1,dia55_utt15,happy,train
meld_part3,dia20_utt1,neutral,train
meld_part1,dia961_utt9,surprise,train
meld_part1,dia426_utt2,angry,train
crema_d,1083_TAI_SAD_XX,sad,train
meld_part1,dia707_utt12,angry,train
ravdess,03-01-03-02-02-01-23,happy,train
meld_part3,dia182_utt3,fear,train
crema_d,1085_WSI_FEA_XX,fear,train
meld_part1,dia783_utt1,happy,train
meld_part1,dia648_utt3,angry,train
ravdess,03-01-08-01-01-01-07,surprise,train
meld_part1,dia352_utt1,angry,train
meld_part1,dia371_utt9,neutral,train
crema_d,1072_DFA_SAD_XX,sad,train
meld_part1,dia1024_utt11,happy,train
meld_part2,dia31_utt11,angry,train
meld_part1,dia793_utt2,happy,train
meld_part1,dia302_utt1,sad,train
tess,OAF_fat_angry,angry,train
crema_d,1024_TAI_NEU_XX,neutral,train
crema_d,1061_TSI_DIS_XX,disgust,train
meld_part1,dia896_utt5,neutral,train
tess,YAF_nice_happy,happy,train
crema_d,1005_IWW_NEU_XX,neutral,train
crema_d,1032_IWL_ANG_XX,angry,train
crema_d,1089_TSI_HAP_XX,happy,train
crema_d,1042_ITS_FEA_XX,fear,train
meld_part1,dia665_utt14,neutral,train
crema_d,1039_TIE_NEU_XX,neutral,train
ravdess,03-01-03-01-01-01-17,happy,train
meld_part3,dia191_utt9,neutral,train
crema_d,1018_TIE_ANG_XX,angry,train
crema_d,1022_DFA_HAP_XX,happy,train
tess,YAF_page_angry,angry,train
meld_part1,dia201_utt1,neutral,train
crema_d,1022_IWL_ANG_XX,angry,train
meld_part1,dia80_utt2,surprise,train
ravdess,03-01-02-02-02-02-24,calm,train
meld_part1,dia443_utt0,happy,train
meld_part1,dia15_utt10,neutral,train
crema_d,1087_DFA_SAD_XX,sad,train
meld_part1,dia208_utt15,surprise,train
meld_part2,dia63_utt17,neutral,train
ravdess,03-01-05-01-01-01-08,angry,train
meld_part1,dia431_utt11,angry,train
crema_d,1028_DFA_ANG_XX,angry,train
meld_part1,dia449_utt1,neutral,train
tess,OAF_talk_sad,sad,train
crema_d,1034_MTI_SAD_XX,sad,train
meld_part1,dia1008_utt8,surprise,train
meld_part1,dia195_utt3,disgust,train
meld_part3,dia157_utt4,neutral,train
crema_d,1090_TIE_FEA_XX,fear,train
ravdess,03-01-07-01-02-01-11,disgust,train
meld_part1,dia603_utt13,neutral,train
meld_part1,dia464_utt11,happy,train
tess,YAF_near_disgust,disgust,train
meld_part1,dia347_utt7,sad,train
meld_part1,dia551_utt5,happy,train
meld_part1,dia331_utt1,neutral,train
meld_part1,dia246_utt0,happy,train
meld_part1,dia601_utt1,neutral,train
crema_d,1069_IOM_SAD_XX,sad,train
meld_part1,dia332_utt7,angry,train
tess,OAF_thought_disgust,disgust,train
tess,YAF_shawl_ps,surprise,train
crema_d,1054_TSI_NEU_XX,neutral,train
meld_part1,dia165_utt8,happy,train
meld_part1,dia595_utt5,angry,train
ravdess,03-01-08-01-01-01-06,surprise,train
meld_part1,dia740_utt1,neutral,train
crema_d,1060_TSI_DIS_XX,disgust,train
meld_part1,dia556_utt6,surprise,train
tess,YAF_germ_sad,sad,train
crema_d,1017_IEO_DIS_MD,disgust,train
crema_d,1050_MTI_SAD_XX,sad,train
meld_part1,dia1036_utt12,neutral,train
crema_d,1090_TAI_ANG_XX,angry,train
meld_part1,dia356_utt3,surprise,train
crema_d,1046_ITS_ANG_XX,angry,train
crema_d,1001_DFA_ANG_XX,angry,train
crema_d,1085_TSI_DIS_XX,disgust,train
crema_d,1044_TAI_FEA_XX,fear,train
meld_part1,dia12_utt5,neutral,train
meld_part1,dia136_utt2,surprise,train
ravdess,03-01-04-02-01-02-14,sad,train
crema_d,1067_ITH_FEA_XX,fear,train
meld_part1,dia902_utt3,neutral,train
meld_part1,dia67_utt11,happy,train
meld_part3,dia270_utt11,neutral,train
meld_part1,dia968_utt3,surprise,train
meld_part1,dia57_utt1,neutral,train
crema_d,1061_WSI_NEU_XX,neutral,train
meld_part1,dia727_utt1,neutral,train
meld_part2,dia46_utt8,fear,train
ravdess,03-01-07-02-01-02-16,disgust,train
meld_part1,dia306_utt1,happy,train
meld_part1,dia950_utt10,happy,train
meld_part2,dia30_utt14,angry,train
meld_part1,dia532_utt5,happy,train
meld_part1,dia429_utt11,neutral,train
meld_part3,dia56_utt11,happy,train
ravdess,03-01-06-02-02-01-08,fear,train
meld_part1,dia820_utt2,neutral,train
meld_part1,dia621_utt4,angry,train
meld_part3,dia54_utt9,neutral,train
meld_part2,dia77_utt13,sad,train
ravdess,03-01-01-01-01-02-13,neutral,train
tess,YAF_yes_neutral,neutral,train
meld_part3,dia5_utt3,neutral,train
meld_part1,dia588_utt2,neutral,train
meld_part3,dia6_utt2,surprise,train
tess,YAF_merge_ps,surprise,train
meld_part1,dia360_utt5,neutral,train
crema_d,1052_IWL_FEA_XX,fear,train
meld_part1,dia41_utt7,neutral,train
tess,OAF_raid_fear,fear,train
tess,YAF_which_fear,fear,train
tess,YAF_sub_disgust,disgust,train
tess,OAF_germ_ps,surprise,train
meld_part1,dia633_utt0,neutral,train
meld_part1,dia107_utt1,neutral,train
tess,OAF_team_fear,fear,train
meld_part1,dia122_utt11,neutral,train
meld_part1,dia212_utt2,neutral,train
meld_part1,dia604_utt2,surprise,train
meld_part1,dia38_utt9,surprise,train
crema_d,1051_IEO_HAP_MD,happy,train
tess,OAF_chair_disgust,disgust,train
crema_d,1068_DFA_DIS_XX,disgust,train
meld_part1,dia658_utt17,surprise,train
meld_part3,dia9_utt12,neutral,train
meld_part1,dia920_utt4,neutral,train
meld_part1,dia608_utt8,neutral,train
ravdess,03-01-01-01-02-01-11,neutral,train
tess,YAF_lease_sad,sad,train
meld_part1,dia246_utt2,neutral,train
tess,YAF_tip_ps,surprise,train
meld_part1,dia908_utt8,neutral,train
meld_part1,dia445_utt3,fear,train
meld_part2,dia78_utt6,neutral,train
meld_part1,dia813_utt4,neutral,train
crema_d,1031_ITH_HAP_XX,happy,train
crema_d,1040_DFA_FEA_XX,fear,train
meld_part3,dia116_utt5,sad,train
meld_part1,dia422_utt6,surprise,train
crema_d,1044_IWW_ANG_XX,angry,train
crema_d,1041_MTI_HAP_XX,happy,train
crema_d,1049_IWW_HAP_XX,happy,train
crema_d,1063_IWW_DIS_XX,disgust,train
meld_part1,dia706_utt3,neutral,train
meld_part1,dia1025_utt2,angry,train
ravdess,03-01-03-02-02-01-05,happy,train
meld_part3,dia241_utt12,surprise,train
crema_d,1041_IWL_NEU_XX,neutral,train
meld_part1,dia281_utt10,surprise,train
crema_d,1069_WSI_SAD_XX,sad,train
crema_d,1075_MTI_ANG_XX,angry,train
meld_part1,dia977_utt2,surprise,train
meld_part1,dia949_utt4,neutral,train
meld_part2,dia108_utt8,sad,train
tess,YAF_life_happy,happy,train
meld_part1,dia714_utt4,angry,train
meld_part1,dia14_utt5,neutral,train
crema_d,1010_TIE_NEU_XX,neutral,train
crema_d,1091_TIE_NEU_XX,neutral,train
meld_part1,dia49_utt16,neutral,train
meld_part3,dia78_utt4,neutral,train
tess,YAF_void_angry,angry,train
crema_d,1052_IWW_FEA_XX,fear,train
crema_d,1083_IOM_HAP_XX,happy,train
crema_d,1091_IEO_ANG_HI,angry,train
crema_d,1056_IWW_SAD_XX,sad,train
crema_d,1063_TAI_DIS_XX,disgust,train
tess,OAF_pick_neutral,neutral,train
meld_part3,dia175_utt15,neutral,train
meld_part1,dia146_utt4,neutral,train
meld_part1,dia73_utt11,neutral,train
meld_part1,dia538_utt8,happy,train
tess,OAF_keg_fear,fear,train
meld_part1,dia463_utt9,happy,train
crema_d,1081_ITS_NEU_XX,neutral,train
meld_part3,dia243_utt1,neutral,train
meld_part1,dia85_utt4,neutral,train
meld_part1,dia252_utt9,neutral,train
meld_part3,dia130_utt9,neutral,train
crema_d,1038_IEO_NEU_XX,neutral,train
meld_part1,dia998_utt1,neutral,train
meld_part1,dia625_utt2,neutral,train
meld_part1,dia78_utt1,angry,train
meld_part3,dia100_utt2,neutral,train
crema_d,1050_WSI_DIS_XX,disgust,train
meld_part1,dia707_utt10,angry,train
meld_part2,dia85_utt2,neutral,train
tess,YAF_goose_happy,happy,train
meld_part2,dia48_utt5,neutral,train
meld_part2,dia66_utt1,neutral,train
meld_part3,dia31_utt0,neutral,train
crema_d,1062_ITH_FEA_XX,fear,train
crema_d,1051_IWW_NEU_XX,neutral,train
meld_part1,dia1003_utt1,neutral,train
crema_d,1068_ITH_SAD_XX,sad,train
meld_part1,dia706_utt1,happy,train
crema_d,1012_IEO_ANG_MD,angry,train
meld_part1,dia347_utt9,sad,train
crema_d,1076_IEO_ANG_HI,angry,train
crema_d,1085_WSI_HAP_XX,happy,train
tess,OAF_sour_sad,sad,train
crema_d,1043_ITH_SAD_XX,sad,train
meld_part1,dia165_utt12,neutral,train
tess,YAF_fat_fear,fear,train
meld_part1,dia863_utt1,neutral,train
meld_part2,dia99_utt1,neutral,train
meld_part1,dia414_utt11,neutral,train
tess,YAF_wheat_neutral,neutral,train
meld_part2,dia32_utt6,neutral,train
meld_part1,dia333_utt3,neutral,train
ravdess,03-01-04-02-01-02-16,sad,train
tess,OAF_chat_happy,happy,train
crema_d,1036_IWL_ANG_XX,angry,train
meld_part3,dia156_utt3,neutral,train
meld_part1,dia67_utt12,neutral,train
meld_part1,dia172_utt0,neutral,train
meld_part1,dia909_utt7,neutral,train
meld_part1,dia249_utt7,happy,train
crema_d,1067_IOM_NEU_XX,neutral,train
meld_part1,dia160_utt14,neutral,train
crema_d,1029_IWL_HAP_XX,happy,train
crema_d,1071_TIE_HAP_XX,happy,train
crema_d,1004_IOM_HAP_XX,happy,train
meld_part1,dia50_utt15,angry,train
meld_part1,dia486_utt8,neutral,train
crema_d,1043_ITH_DIS_XX,disgust,train
crema_d,1050_TSI_DIS_XX,disgust,train
meld_part1,dia961_utt1,angry,train
meld_part1,dia21_utt3,surprise,train
crema_d,1009_ITS_SAD_XX,sad,train
meld_part1,dia801_utt5,fear,train
ravdess,03-01-02-01-01-02-09,calm,train
crema_d,1003_TAI_ANG_XX,angry,train
meld_part1,dia226_utt20,neutral,train
meld_part1,dia902_utt16,happy,train
meld_part2,dia6_utt9,surprise,train
crema_d,1058_ITH_DIS_XX,disgust,train
tess,OAF_numb_neutral,neutral,train
meld_part2,dia57_utt11,neutral,train
meld_part1,dia147_utt6,surprise,train
tess,YAF_germ_ps,surprise,train
meld_part3,dia35_utt1,happy,train
crema_d,1054_IEO_DIS_LO,disgust,train
meld_part1,dia310_utt3,sad,train
meld_part1,dia613_utt10,angry,train
meld_part1,dia463_utt0,happy,train
meld_part1,dia871_utt9,neutral,train
ravdess,03-01-03-01-01-02-03,happy,train
meld_part3,dia240_utt9,happy,train
tess,OAF_judge_ps,surprise,train
