source,name,emotion
meld_part1,dia768_utt4.mp4,surprise
meld_part1,dia179_utt17.mp4,neutral
meld_part1,dia146_utt5.mp4,neutral
tess,YAF_join_sad.wav,sad
meld_part1,dia228_utt0.mp4,angry
tess,OAF_rot_sad.wav,sad
meld_part1,dia305_utt14.mp4,happy
meld_part1,dia154_utt6.mp4,angry
meld_part1,dia562_utt7.mp4,happy
crema_d,1060_ITS_SAD_XX.wav,sad
tess,YAF_hash_sad.wav,sad
meld_part3,dia241_utt6.mp4,happy
crema_d,1036_ITS_NEU_XX.wav,neutral
tess,OAF_peg_fear.wav,fear
meld_part1,dia986_utt15.mp4,neutral
crema_d,1052_TSI_NEU_XX.wav,neutral
meld_part1,dia679_utt4.mp4,surprise
tess,OAF_jail_fear.wav,fear
ravdess,03-01-06-02-01-02-18.wav,fear
meld_part1,dia237_utt1.mp4,surprise
crema_d,1044_IEO_HAP_MD.wav,happy
crema_d,1079_TSI_DIS_XX.wav,disgust
tess,YAF_mouse_disgust.wav,disgust
ravdess,03-01-03-01-01-01-16.wav,happy
crema_d,1010_TSI_SAD_XX.wav,sad
meld_part1,dia796_utt7.mp4,neutral
meld_part1,dia719_utt4.mp4,neutral
meld_part2,dia29_utt10.mp4,happy
tess,YAF_read_fear.wav,fear
meld_part1,dia869_utt8.mp4,fear
ravdess,03-01-06-02-02-01-09.wav,fear
meld_part3,dia145_utt8.mp4,neutral
crema_d,1078_IEO_HAP_MD.wav,happy
meld_part1,dia365_utt13.mp4,surprise
meld_part3,dia64_utt16.mp4,neutral
meld_part1,dia910_utt2.mp4,happy
meld_part1,dia750_utt4.mp4,sad
meld_part1,dia594_utt5.mp4,sad
crema_d,1047_IOM_DIS_XX.wav,disgust
meld_part1,dia875_utt2.mp4,neutral
tess,OAF_met_angry.wav,angry
meld_part1,dia771_utt1.mp4,neutral
meld_part1,dia418_utt7.mp4,neutral
tess,OAF_wheat_fear.wav,fear
crema_d,1029_MTI_ANG_XX.wav,angry
meld_part1,dia9_utt8.mp4,neutral
crema_d,1078_WSI_HAP_XX.wav,happy
crema_d,1061_ITH_NEU_XX.wav,neutral
tess,OAF_young_disgust.wav,disgust
crema_d,1072_IEO_FEA_HI.wav,fear
tess,OAF_near_sad.wav,sad
crema_d,1016_TIE_SAD_XX.wav,sad
meld_part1,dia671_utt6.mp4,neutral
meld_part1,dia116_utt6.mp4,neutral
meld_part1,dia1009_utt12.mp4,surprise
meld_part1,dia522_utt6.mp4,happy
meld_part1,dia300_utt3.mp4,angry
meld_part1,dia318_utt3.mp4,neutral
crema_d,1074_TSI_NEU_XX.wav,neutral
meld_part3,dia25_utt10.mp4,angry
crema_d,1059_TAI_ANG_XX.wav,angry
meld_part1,dia561_utt0.mp4,neutral
crema_d,1001_IEO_NEU_XX.wav,neutral
meld_part1,dia645_utt12.mp4,neutral
meld_part1,dia281_utt6.mp4,disgust
tess,OAF_vine_sad.wav,sad
meld_part1,dia947_utt13.mp4,neutral
tess,OAF_kite_sad.wav,sad
meld_part1,dia1026_utt1.mp4,happy
meld_part1,dia30_utt3.mp4,neutral
ravdess,03-01-08-01-02-01-21.wav,surprise
meld_part2,dia26_utt7.mp4,sad
meld_part1,dia46_utt0.mp4,happy
meld_part1,dia204_utt6.mp4,neutral
crema_d,1009_TSI_DIS_XX.wav,disgust
meld_part3,dia69_utt1.mp4,angry
meld_part1,dia660_utt12.mp4,neutral
meld_part1,dia758_utt1.mp4,surprise
meld_part1,dia439_utt6.mp4,neutral
tess,OAF_knock_angry.wav,angry
crema_d,1007_DFA_ANG_XX.wav,angry
meld_part1,dia61_utt3.mp4,neutral
meld_part1,dia820_utt15.mp4,happy
meld_part1,dia356_utt19.mp4,neutral
meld_part2,dia92_utt7.mp4,surprise
tess,YAF_ring_angry.wav,angry
meld_part1,dia628_utt6.mp4,neutral
crema_d,1034_IEO_DIS_LO.wav,disgust
meld_part1,dia961_utt11.mp4,neutral
meld_part1,dia30_utt13.mp4,neutral
meld_part1,dia819_utt15.mp4,neutral
meld_part1,dia208_utt1.mp4,neutral
crema_d,1060_MTI_HAP_XX.wav,happy
crema_d,1003_WSI_FEA_XX.wav,fear
ravdess,03-01-06-01-02-01-05.wav,fear
crema_d,1074_IWW_ANG_XX.wav,angry
crema_d,1024_TIE_DIS_XX.wav,disgust
crema_d,1008_TIE_SAD_XX.wav,sad
meld_part1,dia874_utt3.mp4,sad
meld_part2,dia82_utt0.mp4,happy
crema_d,1046_DFA_ANG_XX.wav,angry
meld_part2,dia44_utt2.mp4,neutral
crema_d,1054_ITH_SAD_XX.wav,sad
crema_d,1085_WSI_DIS_XX.wav,disgust
meld_part1,dia593_utt0.mp4,neutral
meld_part1,dia936_utt6.mp4,fear
crema_d,1082_TIE_DIS_XX.wav,disgust
meld_part1,dia739_utt3.mp4,happy
crema_d,1025_IWL_FEA_XX.wav,fear
crema_d,1054_IEO_FEA_HI.wav,fear
crema_d,1015_TSI_DIS_XX.wav,disgust
meld_part1,dia658_utt20.mp4,neutral
meld_part1,dia947_utt1.mp4,surprise
crema_d,1022_WSI_HAP_XX.wav,happy
meld_part1,dia612_utt4.mp4,surprise
meld_part1,dia195_utt4.mp4,happy
meld_part1,dia792_utt14.mp4,happy
tess,YAF_life_sad.wav,sad
meld_part1,dia599_utt16.mp4,neutral
meld_part1,dia279_utt13.mp4,angry
tess,YAF_judge_disgust.wav,disgust
crema_d,1026_IEO_HAP_HI.wav,happy
crema_d,1080_IWW_SAD_XX.wav,sad
tess,YAF_pain_happy.wav,happy
meld_part1,dia129_utt10.mp4,angry
ravdess,03-01-04-01-02-02-14.wav,sad
meld_part1,dia664_utt7.mp4,neutral
ravdess,03-01-04-01-01-01-08.wav,sad
meld_part3,dia225_utt5.mp4,neutral
crema_d,1002_IEO_DIS_MD.wav,disgust
meld_part3,dia156_utt9.mp4,sad
crema_d,1014_MTI_DIS_XX.wav,disgust
meld_part3,dia64_utt12.mp4,sad
crema_d,1003_MTI_DIS_XX.wav,disgust
meld_part1,dia607_utt3.mp4,neutral
meld_part1,dia32_utt2.mp4,surprise
crema_d,1006_IOM_NEU_XX.wav,neutral
crema_d,1007_IEO_DIS_HI.wav,disgust
meld_part1,dia887_utt13.mp4,neutral
meld_part1,dia865_utt5.mp4,happy
crema_d,1004_IWL_HAP_XX.wav,happy
meld_part2,dia86_utt0.mp4,neutral
tess,OAF_lore_disgust.wav,disgust
crema_d,1038_ITH_DIS_XX.wav,disgust
tess,OAF_dog_ps.wav,surprise
meld_part1,dia791_utt3.mp4,neutral
crema_d,1021_IEO_DIS_MD.wav,disgust
ravdess,03-01-08-02-02-02-14.wav,surprise
meld_part3,dia230_utt1.mp4,neutral
meld_part1,dia423_utt10.mp4,happy
crema_d,1074_IEO_DIS_HI.wav,disgust
crema_d,1021_TAI_HAP_XX.wav,happy
crema_d,1066_IWW_NEU_XX.wav,neutral
meld_part1,dia40_utt9.mp4,fear
crema_d,1090_IEO_DIS_LO.wav,disgust
meld_part1,dia705_utt6.mp4,happy
crema_d,1048_IEO_ANG_MD.wav,angry
crema_d,1082_MTI_FEA_XX.wav,fear
meld_part1,dia911_utt3.mp4,neutral
meld_part3,dia33_utt9.mp4,angry
crema_d,1061_IEO_FEA_LO.wav,fear
meld_part1,dia429_utt4.mp4,happy
crema_d,1002_DFA_FEA_XX.wav,fear
tess,OAF_which_ps.wav,surprise
meld_part3,dia123_utt1.mp4,neutral
meld_part2,dia63_utt10.mp4,happy
meld_part1,dia107_utt9.mp4,neutral
crema_d,1004_MTI_SAD_XX.wav,sad
meld_part1,dia613_utt9.mp4,angry
crema_d,1073_IOM_SAD_XX.wav,sad
crema_d,1028_IEO_SAD_MD.wav,sad
meld_part3,dia52_utt10.mp4,angry
meld_part1,dia646_utt14.mp4,neutral
crema_d,1014_IEO_FEA_HI.wav,fear
meld_part1,dia602_utt5.mp4,neutral
meld_part2,dia95_utt2.mp4,angry
meld_part1,dia92_utt0.mp4,angry
meld_part3,dia238_utt3.mp4,neutral
meld_part1,dia219_utt9.mp4,neutral
tess,YAF_rain_sad.wav,sad
meld_part3,dia130_utt8.mp4,surprise
crema_d,1017_IEO_FEA_HI.wav,fear
crema_d,1063_ITH_FEA_XX.wav,fear
crema_d,1056_TIE_FEA_XX.wav,fear
crema_d,1063_MTI_HAP_XX.wav,happy
meld_part1,dia89_utt10.mp4,surprise
crema_d,1088_TIE_SAD_XX.wav,sad
meld_part1,dia466_utt12.mp4,angry
meld_part1,dia844_utt15.mp4,happy
crema_d,1059_MTI_DIS_XX.wav,disgust
crema_d,1057_WSI_DIS_XX.wav,disgust
meld_part2,dia4_utt4.mp4,neutral
meld_part1,dia991_utt8.mp4,surprise
crema_d,1005_IEO_DIS_LO.wav,disgust
tess,OAF_raise_neutral.wav,neutral
crema_d,1024_ITS_DIS_XX.wav,disgust
meld_part1,dia708_utt0.mp4,neutral
meld_part1,dia392_utt4.mp4,happy
meld_part1,dia943_utt4.mp4,surprise
tess,OAF_lore_angry.wav,angry
meld_part1,dia638_utt7.mp4,sad
meld_part1,dia964_utt14.mp4,neutral
crema_d,1022_WSI_DIS_XX.wav,disgust
crema_d,1017_ITH_FEA_XX.wav,fear
meld_part2,dia34_utt3.mp4,neutral
meld_part1,dia646_utt21.mp4,happy
meld_part3,dia51_utt0.mp4,happy
meld_part1,dia499_utt9.mp4,neutral
crema_d,1050_IEO_SAD_MD.wav,sad
meld_part1,dia508_utt22.mp4,angry
crema_d,1091_IWL_FEA_XX.wav,fear
crema_d,1002_IWW_NEU_XX.wav,neutral
crema_d,1019_WSI_DIS_XX.wav,disgust
meld_part1,dia480_utt6.mp4,neutral
meld_part1,dia991_utt2.mp4,neutral
meld_part1,dia1018_utt8.mp4,angry
crema_d,1085_ITS_DIS_XX.wav,disgust
ravdess,03-01-01-01-02-02-14.wav,neutral
crema_d,1071_TAI_HAP_XX.wav,happy
meld_part1,dia803_utt6.mp4,angry
meld_part2,dia67_utt3.mp4,happy
tess,OAF_room_sad.wav,sad
meld_part1,dia886_utt15.mp4,fear
crema_d,1004_IEO_HAP_MD.wav,happy
meld_part1,dia29_utt11.mp4,angry
meld_part1,dia635_utt2.mp4,surprise
meld_part1,dia886_utt11.mp4,happy
crema_d,1004_IWW_DIS_XX.wav,disgust
crema_d,1023_IWL_HAP_XX.wav,happy
tess,YAF_love_sad.wav,sad
meld_part1,dia806_utt14.mp4,surprise
meld_part3,dia125_utt4.mp4,neutral
crema_d,1010_TAI_NEU_XX.wav,neutral
meld_part1,dia905_utt10.mp4,neutral
meld_part2,dia76_utt8.mp4,happy
meld_part1,dia1011_utt12.mp4,neutral
tess,YAF_half_neutral.wav,neutral
meld_part2,dia28_utt6.mp4,sad
meld_part1,dia570_utt1.mp4,neutral
meld_part3,dia123_utt13.mp4,disgust
meld_part1,dia933_utt18.mp4,neutral
meld_part1,dia606_utt7.mp4,neutral
meld_part1,dia820_utt0.mp4,happy
tess,YAF_lot_disgust.wav,disgust
meld_part1,dia956_utt13.mp4,neutral
crema_d,1055_DFA_DIS_XX.wav,disgust
ravdess,03-01-02-01-01-02-03.wav,calm
tess,OAF_wash_disgust.wav,disgust
meld_part1,dia225_utt2.mp4,happy
meld_part1,dia658_utt5.mp4,angry
meld_part1,dia818_utt4.mp4,neutral
crema_d,1090_ITS_DIS_XX.wav,disgust
tess,YAF_gap_neutral.wav,neutral
crema_d,1058_IWL_ANG_XX.wav,angry
tess,YAF_soup_neutral.wav,neutral
meld_part1,dia726_utt7.mp4,disgust
meld_part2,dia19_utt5.mp4,angry
crema_d,1032_IOM_HAP_XX.wav,happy
meld_part1,dia117_utt1.mp4,neutral
crema_d,1088_IWW_SAD_XX.wav,sad
tess,OAF_near_neutral.wav,neutral
tess,YAF_mob_happy.wav,happy
meld_part1,dia138_utt3.mp4,angry
crema_d,1082_IEO_ANG_HI.wav,angry
meld_part1,dia412_utt7.mp4,surprise
tess,OAF_tire_neutral.wav,neutral
meld_part2,dia74_utt6.mp4,neutral
meld_part2,dia88_utt4.mp4,angry
meld_part1,dia926_utt13.mp4,happy
ravdess,03-01-02-01-02-02-18.wav,calm
meld_part1,dia616_utt4.mp4,neutral
meld_part3,dia217_utt3.mp4,neutral
meld_part1,dia30_utt15.mp4,surprise
meld_part2,dia16_utt9.mp4,disgust
tess,OAF_boat_happy.wav,happy
meld_part2,dia49_utt11.mp4,angry
ravdess,03-01-08-01-01-02-11.wav,surprise
crema_d,1006_IEO_NEU_XX.wav,neutral
ravdess,03-01-04-02-02-02-20.wav,sad
meld_part2,dia18_utt1.mp4,neutral
crema_d,1034_IEO_ANG_MD.wav,angry
tess,YAF_dodge_ps.wav,surprise
ravdess,03-01-06-01-02-01-19.wav,fear
crema_d,1003_IOM_SAD_XX.wav,sad
crema_d,1065_IEO_DIS_LO.wav,disgust
meld_part1,dia650_utt6.mp4,neutral
crema_d,1027_TIE_NEU_XX.wav,neutral
meld_part1,dia655_utt2.mp4,neutral
tess,YAF_lid_angry.wav,angry
meld_part1,dia234_utt4.mp4,surprise
meld_part1,dia585_utt11.mp4,surprise
meld_part3,dia154_utt10.mp4,happy
ravdess,03-01-02-01-01-02-11.wav,calm
meld_part3,dia89_utt2.mp4,surprise
meld_part2,dia26_utt0.mp4,neutral
tess,YAF_back_disgust.wav,disgust
meld_part1,dia849_utt1.mp4,happy
ravdess,03-01-07-01-02-01-18.wav,disgust
meld_part1,dia677_utt1.mp4,neutral
meld_part1,dia1038_utt8.mp4,surprise
ravdess,03-01-06-02-01-02-16.wav,fear
meld_part2,dia26_utt6.mp4,surprise
meld_part1,dia455_utt7.mp4,surprise
meld_part1,dia0_utt7.mp4,neutral
tess,YAF_search_ps.wav,surprise
meld_part1,dia850_utt1.mp4,neutral
meld_part3,dia80_utt4.mp4,angry
crema_d,1026_IEO_DIS_MD.wav,disgust
meld_part1,dia154_utt8.mp4,neutral
meld_part1,dia135_utt7.mp4,neutral
meld_part1,dia99_utt3.mp4,happy
meld_part1,dia997_utt9.mp4,angry
meld_part3,dia240_utt14.mp4,surprise
crema_d,1087_WSI_ANG_XX.wav,angry
meld_part1,dia936_utt17.mp4,angry
meld_part1,dia759_utt11.mp4,neutral
meld_part1,dia317_utt4.mp4,neutral
meld_part1,dia58_utt2.mp4,surprise
crema_d,1063_IEO_FEA_HI.wav,fear
meld_part1,dia991_utt10.mp4,neutral
crema_d,1047_IWL_SAD_XX.wav,sad
crema_d,1022_IOM_NEU_XX.wav,neutral
meld_part1,dia334_utt10.mp4,neutral
tess,YAF_sour_angry.wav,angry
meld_part1,dia20_utt5.mp4,happy
meld_part3,dia62_utt0.mp4,neutral
meld_part1,dia727_utt4.mp4,neutral
meld_part1,dia1005_utt2.mp4,happy
crema_d,1013_IEO_SAD_LO.wav,sad
meld_part2,dia29_utt2.mp4,sad
meld_part1,dia288_utt4.mp4,neutral
meld_part2,dia84_utt1.mp4,surprise
meld_part1,dia792_utt1.mp4,happy
meld_part2,dia72_utt8.mp4,neutral
meld_part3,dia125_utt15.mp4,neutral
crema_d,1077_WSI_NEU_XX.wav,neutral
meld_part1,dia285_utt14.mp4,neutral
crema_d,1038_MTI_SAD_XX.wav,sad
tess,OAF_jail_happy.wav,happy
crema_d,1063_IEO_DIS_LO.wav,disgust
meld_part1,dia692_utt0.mp4,sad
meld_part1,dia283_utt0.mp4,disgust
meld_part1,dia135_utt8.mp4,neutral
crema_d,1030_TSI_SAD_XX.wav,sad
meld_part3,dia161_utt1.mp4,neutral
tess,YAF_hit_ps.wav,surprise
meld_part2,dia30_utt12.mp4,neutral
crema_d,1036_TSI_ANG_XX.wav,angry
meld_part3,dia120_utt11.mp4,disgust
crema_d,1037_WSI_FEA_XX.wav,fear
crema_d,1010_TSI_DIS_XX.wav,disgust
meld_part3,dia97_utt4.mp4,neutral
meld_part1,dia83_utt0.mp4,neutral
meld_part1,dia969_utt2.mp4,neutral
meld_part3,dia205_utt6.mp4,disgust
tess,YAF_hurl_neutral.wav,neutral
crema_d,1004_ITS_HAP_XX.wav,happy
meld_part1,dia207_utt18.mp4,angry
meld_part1,dia505_utt1.mp4,neutral
tess,YAF_rag_ps.wav,surprise
crema_d,1046_IOM_FEA_XX.wav,fear
crema_d,1057_ITS_ANG_XX.wav,angry
crema_d,1050_ITS_ANG_XX.wav,angry
crema_d,1022_TAI_FEA_XX.wav,fear
meld_part1,dia560_utt6.mp4,happy
crema_d,1062_TAI_ANG_XX.wav,angry
meld_part1,dia223_utt6.mp4,neutral
meld_part1,dia226_utt9.mp4,happy
meld_part1,dia946_utt3.mp4,surprise
crema_d,1050_IOM_ANG_XX.wav,angry
ravdess,03-01-05-02-02-02-06.wav,angry
meld_part1,dia38_utt10.mp4,surprise
meld_part2,dia78_utt8.mp4,angry
crema_d,1067_IOM_FEA_XX.wav,fear
meld_part1,dia757_utt1.mp4,neutral
meld_part1,dia20_utt7.mp4,happy
meld_part1,dia1038_utt9.mp4,neutral
meld_part3,dia246_utt9.mp4,neutral
crema_d,1012_WSI_SAD_XX.wav,sad
tess,OAF_learn_disgust.wav,disgust
meld_part1,dia948_utt10.mp4,happy
crema_d,1039_IEO_SAD_MD.wav,sad
meld_part1,dia46_utt11.mp4,fear
meld_part1,dia288_utt2.mp4,surprise
meld_part1,dia155_utt6.mp4,neutral
meld_part3,dia90_utt5.mp4,sad
crema_d,1004_TAI_ANG_XX.wav,angry
meld_part1,dia183_utt18.mp4,neutral
crema_d,1005_MTI_SAD_XX.wav,sad
meld_part3,dia226_utt0.mp4,neutral
meld_part1,dia607_utt0.mp4,disgust
crema_d,1018_ITH_FEA_XX.wav,fear
meld_part1,dia1018_utt13.mp4,angry
meld_part1,dia508_utt3.mp4,happy
meld_part1,dia734_utt1.mp4,happy
meld_part3,dia258_utt4.mp4,neutral
meld_part1,dia660_utt9.mp4,happy
meld_part1,dia488_utt0.mp4,happy
meld_part1,dia300_utt7.mp4,neutral
crema_d,1021_IEO_ANG_LO.wav,angry
crema_d,1013_WSI_SAD_XX.wav,sad
meld_part1,dia336_utt0.mp4,surprise
meld_part1,dia1031_utt3.mp4,happy
meld_part1,dia980_utt9.mp4,neutral
meld_part3,dia126_utt14.mp4,happy
crema_d,1036_ITH_DIS_XX.wav,disgust
crema_d,1081_TSI_ANG_XX.wav,angry
crema_d,1019_TSI_NEU_XX.wav,neutral
crema_d,1006_WSI_ANG_XX.wav,angry
meld_part3,dia203_utt1.mp4,neutral
meld_part1,dia623_utt6.mp4,neutral
crema_d,1051_IWL_ANG_XX.wav,angry
meld_part1,dia785_utt1.mp4,angry
crema_d,1002_IWW_ANG_XX.wav,angry
crema_d,1051_TIE_HAP_XX.wav,happy
meld_part1,dia1027_utt3.mp4,sad
crema_d,1089_IWL_DIS_XX.wav,disgust
meld_part2,dia45_utt8.mp4,neutral
crema_d,1046_TSI_FEA_XX.wav,fear
meld_part1,dia578_utt0.mp4,neutral
crema_d,1074_IWW_NEU_XX.wav,neutral
meld_part1,dia901_utt6.mp4,neutral
tess,OAF_death_angry.wav,angry
meld_part1,dia1029_utt14.mp4,happy
crema_d,1017_ITH_NEU_XX.wav,neutral
meld_part1,dia431_utt8.mp4,happy
meld_part1,dia672_utt7.mp4,neutral
meld_part1,dia445_utt18.mp4,angry
meld_part1,dia806_utt3.mp4,happy
meld_part3,dia217_utt5.mp4,neutral
crema_d,1032_IOM_FEA_XX.wav,fear
meld_part1,dia180_utt6.mp4,surprise
meld_part1,dia304_utt8.mp4,angry
meld_part3,dia215_utt10.mp4,sad
meld_part3,dia125_utt6.mp4,neutral
meld_part1,dia354_utt10.mp4,happy
meld_part1,dia1021_utt2.mp4,neutral
crema_d,1037_IEO_FEA_MD.wav,fear
crema_d,1091_TAI_NEU_XX.wav,neutral
tess,YAF_yearn_happy.wav,happy
crema_d,1006_IWL_NEU_XX.wav,neutral
meld_part1,dia20_utt8.mp4,neutral
ravdess,03-01-04-02-02-02-23.wav,sad
meld_part1,dia415_utt1.mp4,neutral
meld_part1,dia49_utt9.mp4,happy
crema_d,1060_IOM_HAP_XX.wav,happy
tess,YAF_life_fear.wav,fear
ravdess,03-01-03-02-01-01-19.wav,happy
meld_part1,dia704_utt4.mp4,angry
crema_d,1040_TIE_SAD_XX.wav,sad
meld_part1,dia693_utt0.mp4,neutral
crema_d,1027_TSI_DIS_XX.wav,disgust
crema_d,1049_IWL_SAD_XX.wav,sad
meld_part1,dia169_utt0.mp4,happy
meld_part1,dia1019_utt5.mp4,surprise
meld_part1,dia809_utt11.mp4,happy
meld_part1,dia1011_utt8.mp4,neutral
crema_d,1008_IWL_HAP_XX.wav,happy
meld_part3,dia234_utt14.mp4,happy
crema_d,1057_TIE_HAP_XX.wav,happy
meld_part1,dia545_utt5.mp4,happy
crema_d,1047_DFA_FEA_XX.wav,fear
meld_part1,dia411_utt1.mp4,fear
crema_d,1071_IEO_NEU_XX.wav,neutral
crema_d,1023_IEO_SAD_LO.wav,sad
meld_part1,dia20_utt12.mp4,happy
crema_d,1090_WSI_DIS_XX.wav,disgust
crema_d,1013_MTI_SAD_XX.wav,sad
crema_d,1055_TIE_DIS_XX.wav,disgust
meld_part3,dia72_utt3.mp4,angry
meld_part1,dia576_utt2.mp4,surprise
meld_part1,dia967_utt0.mp4,surprise
meld_part2,dia18_utt9.mp4,neutral
meld_part1,dia935_utt9.mp4,happy
tess,OAF_keep_disgust.wav,disgust
meld_part1,dia953_utt1.mp4,neutral
crema_d,1034_TAI_ANG_XX.wav,angry
crema_d,1064_IWW_ANG_XX.wav,angry
meld_part2,dia48_utt1.mp4,happy
meld_part1,dia232_utt16.mp4,surprise
meld_part1,dia279_utt7.mp4,neutral
meld_part1,dia431_utt9.mp4,disgust
crema_d,1065_TIE_FEA_XX.wav,fear
meld_part1,dia311_utt8.mp4,surprise
meld_part1,dia545_utt1.mp4,sad
meld_part2,dia7_utt1.mp4,happy
tess,OAF_live_happy.wav,happy
crema_d,1069_TIE_NEU_XX.wav,neutral
crema_d,1018_TSI_HAP_XX.wav,happy
meld_part1,dia132_utt4.mp4,sad
tess,OAF_king_ps.wav,surprise
meld_part1,dia806_utt7.mp4,neutral
meld_part1,dia823_utt9.mp4,disgust
crema_d,1028_IEO_NEU_XX.wav,neutral
tess,YAF_tool_fear.wav,fear
meld_part1,dia774_utt8.mp4,neutral
meld_part3,dia199_utt0.mp4,neutral
meld_part2,dia37_utt5.mp4,fear
meld_part2,dia20_utt7.mp4,surprise
meld_part1,dia1030_utt1.mp4,sad
crema_d,1027_IEO_DIS_MD.wav,disgust
meld_part2,dia108_utt6.mp4,angry
crema_d,1058_ITS_NEU_XX.wav,neutral
meld_part1,dia908_utt11.mp4,neutral
meld_part1,dia124_utt7.mp4,surprise
crema_d,1041_IWW_DIS_XX.wav,disgust
meld_part3,dia105_utt0.mp4,angry
meld_part1,dia182_utt0.mp4,neutral
meld_part1,dia450_utt23.mp4,neutral
crema_d,1030_IWW_DIS_XX.wav,disgust
meld_part1,dia514_utt6.mp4,neutral
meld_part3,dia119_utt3.mp4,surprise
tess,YAF_base_disgust.wav,disgust
meld_part1,dia689_utt6.mp4,surprise
crema_d,1055_IEO_NEU_XX.wav,neutral
tess,YAF_bar_happy.wav,happy
ravdess,03-01-04-01-01-02-03.wav,sad
meld_part3,dia88_utt5.mp4,neutral
tess,OAF_haze_happy.wav,happy
meld_part1,dia590_utt12.mp4,neutral
crema_d,1038_DFA_HAP_XX.wav,happy
crema_d,1012_DFA_FEA_XX.wav,fear
ravdess,03-01-07-01-01-01-03.wav,disgust
meld_part1,dia661_utt7.mp4,angry
ravdess,03-01-03-02-02-02-21.wav,happy
crema_d,1005_IEO_SAD_MD.wav,sad
crema_d,1030_IWW_SAD_XX.wav,sad
meld_part1,dia189_utt4.mp4,neutral
meld_part1,dia410_utt17.mp4,fear
meld_part1,dia365_utt3.mp4,neutral
tess,YAF_witch_disgust.wav,disgust
crema_d,1001_IOM_NEU_XX.wav,neutral
tess,YAF_rush_fear.wav,fear
meld_part1,dia938_utt0.mp4,neutral
meld_part1,dia431_utt10.mp4,surprise
meld_part3,dia12_utt14.mp4,neutral
meld_part3,dia199_utt14.mp4,sad
tess,OAF_limb_angry.wav,angry
meld_part1,dia197_utt3.mp4,surprise
meld_part1,dia172_utt6.mp4,neutral
meld_part3,dia222_utt2.mp4,neutral
tess,YAF_yes_sad.wav,sad
crema_d,1027_ITS_DIS_XX.wav,disgust
meld_part2,dia12_utt3.mp4,surprise
meld_part2,dia6_utt5.mp4,sad
crema_d,1048_DFA_NEU_XX.wav,neutral
meld_part1,dia900_utt5.mp4,neutral
meld_part1,dia2_utt1.mp4,neutral
tess,YAF_hire_sad.wav,sad
meld_part1,dia365_utt10.mp4,neutral
meld_part3,dia106_utt1.mp4,neutral
crema_d,1027_IWW_DIS_XX.wav,disgust
meld_part2,dia59_utt3.mp4,neutral
meld_part1,dia442_utt0.mp4,happy
tess,YAF_shall_sad.wav,sad
meld_part1,dia380_utt1.mp4,angry
meld_part1,dia131_utt1.mp4,sad
crema_d,1051_TIE_FEA_XX.wav,fear
meld_part1,dia252_utt18.mp4,disgust
crema_d,1026_IWW_ANG_XX.wav,angry
tess,OAF_wire_angry.wav,angry
meld_part3,dia137_utt4.mp4,neutral
crema_d,1088_TAI_HAP_XX.wav,happy
ravdess,03-01-06-02-01-01-04.wav,fear
meld_part2,dia1_utt7.mp4,surprise
meld_part3,dia123_utt9.mp4,disgust
meld_part1,dia845_utt8.mp4,neutral
meld_part1,dia361_utt7.mp4,surprise
meld_part3,dia266_utt16.mp4,happy
tess,OAF_seize_ps.wav,surprise
crema_d,1011_MTI_HAP_XX.wav,happy
tess,YAF_shack_neutral.wav,neutral
meld_part3,dia88_utt12.mp4,happy
meld_part2,dia15_utt1.mp4,happy
meld_part1,dia722_utt9.mp4,happy
crema_d,1008_DFA_NEU_XX.wav,neutral
crema_d,1049_TAI_FEA_XX.wav,fear
crema_d,1018_IEO_NEU_XX.wav,neutral
meld_part1,dia690_utt0.mp4,neutral
crema_d,1018_IWL_NEU_XX.wav,neutral
meld_part3,dia3_utt5.mp4,disgust
meld_part2,dia20_utt4.mp4,disgust
meld_part1,dia682_utt12.mp4,neutral
crema_d,1078_MTI_NEU_XX.wav,neutral
meld_part3,dia113_utt4.mp4,fear
ravdess,03-01-06-01-02-02-06.wav,fear
meld_part1,dia354_utt14.mp4,angry
crema_d,1048_IOM_FEA_XX.wav,fear
crema_d,1026_IOM_NEU_XX.wav,neutral
meld_part1,dia23_utt8.mp4,surprise
meld_part3,dia68_utt13.mp4,happy
meld_part1,dia342_utt4.mp4,neutral
meld_part2,dia93_utt4.mp4,neutral
tess,OAF_rain_ps.wav,surprise
meld_part1,dia462_utt1.mp4,surprise
meld_part3,dia11_utt2.mp4,neutral
meld_part1,dia519_utt1.mp4,angry
tess,YAF_wash_neutral.wav,neutral
meld_part1,dia251_utt4.mp4,neutral
meld_part2,dia77_utt1.mp4,surprise
meld_part1,dia743_utt4.mp4,neutral
meld_part1,dia125_utt5.mp4,neutral
meld_part3,dia11_utt4.mp4,neutral
meld_part1,dia489_utt1.mp4,happy
tess,OAF_doll_ps.wav,surprise
crema_d,1085_IWL_HAP_XX.wav,happy
crema_d,1059_WSI_NEU_XX.wav,neutral
meld_part1,dia253_utt4.mp4,neutral
crema_d,1043_TAI_FEA_XX.wav,fear
meld_part3,dia174_utt14.mp4,neutral
tess,YAF_near_ps.wav,surprise
crema_d,1077_MTI_DIS_XX.wav,disgust
meld_part1,dia787_utt9.mp4,neutral
meld_part1,dia723_utt6.mp4,surprise
meld_part1,dia9_utt4.mp4,neutral
crema_d,1022_TIE_NEU_XX.wav,neutral
meld_part1,dia856_utt2.mp4,sad
